id	review	sentiment
185432	powerful work co stars	2
185433	powerful work	2
185434	powerful work	2
185435	co stars	2
185436	co stars	2
185437	co stars	2
185438	hilariously inept ridiculous	2
185439	hilariously inept ridiculous	2
185440	hilariously	3
185441	inept ridiculous	2
185442	inept	1
185443	inept	1
185444	cold turkey would far better title	2
185445	cold turkey	2
185446	cold turkey	2
185447	would far better title	2
185448	would far better title	2
185449	far better title	2
185450	far better title	2
185451	far better title	2
185452	far better title	2
185453	far better	3
185454	flat revelatory performance michelle williams	2
185455	flat revelatory performance michelle williams	2
185456	flat revelatory performance	2
185457	flat	1
185458	revelatory performance	3
185459	revelatory performance	3
185460	revelatory performance	3
185461	revelatory performance	3
185462	michelle williams	2
185463	michelle williams	2
185464	michelle	2
185465	basically static series semi improvised lrb semi coherent rrb raps stars	2
185466	static series semi improvised lrb semi coherent rrb raps stars	2
185467	static series semi improvised lrb semi coherent rrb	2
185468	static series	2
185469	static series	2
185470	semi improvised lrb semi coherent rrb	2
185471	semi improvised lrb semi coherent rrb	2
185472	semi improvised	2
185473	lrb semi coherent rrb	2
185474	lrb semi coherent	2
185475	semi coherent	2
185476	raps stars	2
185477	raps stars	2
185478	raps	2
185479	stars	2
185480	stars	2
185481	overemphatic would wacky ultimately tedious sex farce	1
185482	overemphatic would wacky	2
185483	overemphatic would wacky	2
185484	overemphatic	2
185485	overemphatic	2
185486	overemphatic	2
185487	would wacky	2
185488	would	2
185489	ultimately tedious sex farce	2
185490	tedious sex farce	2
185491	tedious sex farce	2
185492	sex farce	2
185493	never fails engage us	2
185494	never fails engage us	2
185495	fails engage us	2
185496	fails engage us	2
185497	engage us	2
185498	engage us	2
185499	nothing substantial fitfully clever doodle	3
185500	substantial fitfully clever doodle	2
185501	substantial fitfully clever doodle	2
185502	substantial fitfully clever doodle	2
185503	fitfully clever doodle	3
185504	fitfully clever doodle	3
185505	fitfully clever doodle	3
185506	fitfully clever	2
185507	doodle	2
185508	original gem obsession time	2
185509	original gem obsession time	2
185510	original gem obsession	2
185511	original gem	2
185512	original gem	2
185513	obsession	2
185514	obsession	2
185515	obsession	2
185516	time	2
185517	lazy slipshod confuses mere flashing kinky soft core imagery naughty fun	3
185518	lazy slipshod	2
185519	lazy slipshod	2
185520	lazy	1
185521	slipshod	2
185522	confuses mere flashing kinky soft core imagery naughty fun	2
185523	confuses mere flashing kinky soft core imagery naughty fun	2
185524	confuses mere flashing kinky soft core imagery naughty fun	2
185525	confuses	2
185526	mere flashing kinky soft core imagery naughty fun	2
185527	mere flashing	2
185528	mere flashing	2
185529	flashing	2
185530	kinky soft core imagery naughty fun	2
185531	kinky soft core imagery naughty fun	2
185532	kinky soft core imagery	2
185533	kinky	2
185534	soft core imagery	2
185535	soft core	2
185536	naughty fun	2
185537	naughty fun	2
185538	naughty	2
185539	eastwood icon moviemaking one best actors directors producers around responsible excellent work	3
185540	icon moviemaking one best actors directors producers around responsible excellent work	3
185541	icon moviemaking one best actors directors producers around responsible excellent work	3
185542	icon moviemaking one best actors directors producers around	2
185543	icon moviemaking one best actors directors producers around	2
185544	icon moviemaking one best actors directors producers	2
185545	icon moviemaking one best actors directors producers	2
185546	icon	2
185547	icon	2
185548	moviemaking one best actors directors producers	2
185549	moviemaking one best actors directors producers	2
185550	moviemaking	2
185551	one best actors directors producers	2
185552	best actors directors producers	2
185553	best actors directors producers	2
185554	best actors directors	2
185555	best actors directors	2
185556	best actors	3
185557	best actors	3
185558	best actors	3
185559	directors	2
185560	producers	2
185561	responsible excellent work	2
185562	responsible	2
185563	excellent work	4
185564	excellent work	4
185565	excellent work	4
185566	excellent	4
185567	adds good fun	2
185568	adds good fun	2
185569	adds good fun	2
185570	adds good fun	2
185571	adds	2
185572	good fun	4
185573	good fun	4
185574	sort film makes miss hitchcock also feel optimistic hope popular cinema yet	2
185575	sort film makes miss hitchcock also	2
185576	film makes miss hitchcock also	2
185577	film makes miss hitchcock also	2
185578	makes miss hitchcock also	2
185579	makes miss hitchcock also	2
185580	miss hitchcock also	2
185581	miss hitchcock also	2
185582	miss hitchcock	2
185583	miss hitchcock	2
185584	miss hitchcock	2
185585	feel optimistic hope popular cinema yet	2
185586	feel optimistic hope popular cinema yet	2
185587	optimistic hope popular cinema yet	2
185588	optimistic	2
185589	hope popular cinema yet	2
185590	hope popular cinema yet	2
185591	hope popular cinema yet	2
185592	hope popular cinema	2
185593	hope popular cinema	2
185594	popular cinema	2
185595	popular cinema	2
185596	blunt depicting child abuse el bola movie steeped ambiguity lends conflicts symbolic resonance	1
185597	blunt depicting child abuse	2
185598	blunt depicting child abuse	2
185599	blunt	2
185600	depicting child abuse	2
185601	depicting child abuse	2
185602	depicting child abuse	2
185603	depicting child abuse	2
185604	depicting child abuse	2
185605	child abuse	0
185606	el bola movie steeped ambiguity lends conflicts symbolic resonance	1
185607	el bola movie steeped ambiguity lends conflicts symbolic resonance	1
185608	el bola	2
185609	el	2
185610	bola	2
185611	movie steeped ambiguity lends conflicts symbolic resonance	3
185612	movie steeped ambiguity lends conflicts symbolic resonance	3
185613	movie steeped ambiguity lends conflicts symbolic resonance	3
185614	steeped ambiguity lends conflicts symbolic resonance	1
185615	steeped	2
185616	ambiguity lends conflicts symbolic resonance	3
185617	ambiguity lends conflicts symbolic resonance	3
185618	ambiguity	2
185619	lends conflicts symbolic resonance	2
185620	lends conflicts symbolic resonance	2
185621	lends conflicts	2
185622	conflicts	1
185623	conflicts	1
185624	symbolic resonance	2
185625	symbolic resonance	2
185626	symbolic	3
185627	might want hang samantha probably see bit unfinished story	2
185628	might want hang samantha probably see bit unfinished story	2
185629	might want hang samantha	2
185630	might want hang samantha	2
185631	might want hang samantha	2
185632	might want hang samantha	2
185633	want hang samantha	2
185634	hang samantha	2
185635	hang samantha	2
185636	hang	2
185637	samantha	2
185638	samantha	2
185639	probably see bit unfinished story	2
185640	probably see bit unfinished story	2
185641	probably	2
185642	see bit unfinished story	3
185643	see bit	2
185644	bit	2
185645	NOTHING	2
185646	unfinished story	2
185647	unfinished story	2
185648	unfinished story	2
185649	unfinished	1
185650	psychological thriller genuinely spooky premise average cast actor bill paxton directing debut creepy slice gothic rural americana	3
185651	psychological thriller genuinely spooky premise average cast actor bill paxton directing debut	1
185652	psychological thriller	2
185653	genuinely spooky premise average cast actor bill paxton directing debut	2
185654	genuinely spooky premise average cast actor bill paxton directing debut	2
185655	genuinely spooky premise	2
185656	genuinely spooky premise	2
185657	genuinely spooky premise	2
185658	genuinely spooky	2
185659	spooky	2
185660	average cast actor bill paxton directing debut	2
185661	average cast	2
185662	average cast	2
185663	average cast	2
185664	average	2
185665	actor bill paxton directing debut	2
185666	actor bill paxton	2
185667	bill paxton	2
185668	bill	2
185669	paxton	2
185670	paxton	2
185671	directing debut	2
185672	directing	2
185673	creepy slice gothic rural americana	2
185674	creepy slice gothic rural americana	2
185675	creepy slice gothic rural americana	2
185676	creepy slice	2
185677	creepy slice	2
185678	gothic rural americana	2
185679	gothic rural americana	2
185680	rural americana	2
185681	rural	2
185682	zhang would make strainingly cute film blind orphan center less indicates ambitions wandered	3
185683	zhang	2
185684	would make strainingly cute film blind orphan center less indicates ambitions wandered	1
185685	would make strainingly cute film blind orphan center less indicates ambitions wandered	1
185686	make strainingly cute film blind orphan center less indicates ambitions wandered	1
185687	strainingly cute film blind orphan center less indicates ambitions wandered	1
185688	strainingly cute film blind orphan center less indicates ambitions wandered	1
185689	strainingly cute film	3
185690	strainingly cute film	3
185691	strainingly cute	3
185692	strainingly	2
185693	blind orphan center less indicates ambitions wandered	1
185694	blind orphan center less	2
185695	blind orphan center less	2
185696	blind orphan center less	2
185697	blind orphan center	2
185698	blind orphan center	2
185699	blind orphan center	2
185700	blind orphan	2
185701	blind orphan	2
185702	blind	2
185703	orphan	2
185704	center	2
185705	center	2
185706	indicates ambitions wandered	2
185707	ambitions wandered	2
185708	ambitions wandered	2
185709	ambitions	2
185710	wandered	2
185711	wandered	2
185712	saturation bombing reggio images glass evocative music ultimately leaves viewers task divining meaning	3
185713	saturation bombing reggio images glass evocative music	3
185714	saturation bombing	2
185715	saturation bombing	2
185716	saturation	2
185717	bombing	2
185718	reggio images glass evocative music	2
185719	reggio images glass evocative music	2
185720	reggio images glass evocative music	2
185721	reggio images	2
185722	reggio images	2
185723	glass evocative music	2
185724	glass	2
185725	evocative music	2
185726	ultimately leaves viewers task divining meaning	2
185727	leaves viewers task divining meaning	2
185728	leaves viewers task divining meaning	2
185729	leaves viewers	2
185730	task divining meaning	2
185731	task divining meaning	2
185732	divining meaning	2
185733	divining meaning	2
185734	divining	2
185735	something say statement issue worthy much thoughtfulness insight melodramatic wholly predictable thriller	2
185736	something say statement issue worthy much thoughtfulness insight melodramatic wholly predictable thriller	2
185737	something say	3
185738	something say	3
185739	something say	3
185740	something	2
185741	say	2
185742	statement issue worthy much thoughtfulness insight melodramatic wholly predictable thriller	3
185743	statement issue worthy much thoughtfulness insight melodramatic wholly predictable thriller	3
185744	statement issue worthy much thoughtfulness insight melodramatic wholly predictable thriller	3
185745	statement issue worthy	2
185746	statement issue worthy	2
185747	issue worthy	2
185748	issue worthy	2
185749	much thoughtfulness insight melodramatic wholly predictable thriller	2
185750	much thoughtfulness insight melodramatic wholly predictable thriller	2
185751	much thoughtfulness insight melodramatic wholly predictable thriller	2
185752	much thoughtfulness insight melodramatic wholly predictable	2
185753	much thoughtfulness insight melodramatic	2
185754	much thoughtfulness insight melodramatic	2
185755	thoughtfulness insight melodramatic	2
185756	thoughtfulness insight	2
185757	thoughtfulness	3
185758	thoughtfulness	3
185759	melodramatic	2
185760	melodramatic	2
185761	wholly predictable	2
185762	wholly	3
185763	wince inducing dialogue thrift shop costumes prosthetic makeup silly putty kmart blue light special effects conspire test trekkie loyalty	1
185764	wince inducing dialogue thrift shop costumes prosthetic makeup silly putty kmart blue light special effects	1
185765	wince inducing dialogue thrift shop costumes prosthetic makeup silly putty	2
185766	wince inducing dialogue thrift shop costumes prosthetic makeup silly putty	2
185767	wince inducing dialogue thrift shop costumes	2
185768	wince inducing dialogue thrift shop costumes	2
185769	wince inducing dialogue	2
185770	wince inducing dialogue	2
185771	wince inducing	2
185772	thrift shop costumes	2
185773	thrift shop	2
185774	prosthetic makeup silly putty	2
185775	prosthetic makeup	2
185776	prosthetic	2
185777	makeup	2
185778	silly putty	2
185779	silly putty	2
185780	putty	2
185781	kmart blue light special effects	2
185782	kmart blue light special effects	2
185783	kmart	2
185784	blue light special effects	2
185785	blue light special	2
185786	conspire test trekkie loyalty	2
185787	conspire test trekkie loyalty	2
185788	conspire	2
185789	test trekkie loyalty	2
185790	test trekkie loyalty	2
185791	trekkie loyalty	2
185792	trekkie	2
185793	loyalty	3
185794	consists plot jokes done often people far talented ali g	1
185795	consists	2
185796	plot jokes done often people far talented ali g	2
185797	plot jokes done often people far talented ali g	2
185798	plot jokes	2
185799	plot jokes	2
185800	plot	2
185801	done often people far talented ali g	2
185802	done often	2
185803	people far talented ali g	2
185804	people far talented ali g	2
185805	far talented ali g	2
185806	talented ali g	2
185807	ali g	2
185808	ali g	2
185809	ali	2
185810	g	2
185811	uses pain violence war background material color	3
185812	uses pain violence war background material color	3
185813	uses pain violence war background material color	3
185814	uses pain violence war	2
185815	pain violence war	2
185816	pain violence	2
185817	pain violence	2
185818	pain	1
185819	background material color	2
185820	background material color	2
185821	background material	2
185822	background	2
185823	color	2
185824	color	2
185825	scorsese n give us character worth giving damn	2
185826	n give us character worth giving damn	2
185827	n give us character worth giving damn	2
185828	give us character worth giving damn	2
185829	character worth giving damn	2
185830	worth giving damn	2
185831	giving damn	2
185832	giving damn	2
185833	damn	2
185834	rabbit proof fence noyce tailored epic tale lean economical movie	2
185835	rabbit proof fence	2
185836	noyce tailored epic tale lean economical movie	2
185837	noyce tailored epic tale lean economical movie	2
185838	tailored epic tale lean economical movie	2
185839	tailored epic tale lean economical movie	2
185840	tailored epic tale lean economical movie	2
185841	tailored epic tale	2
185842	epic tale	2
185843	epic tale	2
185844	lean economical movie	2
185845	lean economical movie	2
185846	lean economical movie	2
185847	economical movie	2
185848	economical movie	2
185849	economical	3
185850	polished relatively sincere piece escapism	2
185851	polished relatively sincere piece escapism	2
185852	polished relatively sincere piece escapism	2
185853	polished relatively sincere piece	2
185854	polished relatively sincere piece	2
185855	polished relatively sincere	2
185856	polished	3
185857	relatively sincere	2
185858	escapism	2
185859	may far best series assured wonderfully respectful past thrilling enough make abundantly clear movie phenomenon reinvented new generation	3
185860	may far best series assured wonderfully respectful past thrilling enough make abundantly clear movie phenomenon reinvented new generation	3
185861	may far best series	2
185862	may far best series	2
185863	may far best series	2
185864	far best series	2
185865	far best series	2
185866	best series	2
185867	best series	2
185868	series	2
185869	series	2
185870	assured wonderfully respectful past thrilling enough make abundantly clear movie phenomenon reinvented new generation	1
185871	assured wonderfully respectful past thrilling enough make abundantly clear movie phenomenon reinvented new generation	1
185872	assured wonderfully respectful past thrilling enough make abundantly clear movie phenomenon reinvented new generation	1
185873	assured	2
185874	wonderfully respectful past thrilling enough make abundantly clear movie phenomenon reinvented new generation	3
185875	wonderfully respectful past thrilling enough make abundantly clear movie phenomenon reinvented new generation	3
185876	wonderfully respectful past	2
185877	wonderfully respectful past	2
185878	respectful past	2
185879	respectful	2
185880	past	2
185881	past	2
185882	thrilling enough make abundantly clear movie phenomenon reinvented new generation	2
185883	thrilling enough	2
185884	make abundantly clear movie phenomenon reinvented new generation	2
185885	make abundantly clear movie phenomenon reinvented new generation	2
185886	make abundantly clear	2
185887	abundantly clear	2
185888	abundantly clear	2
185889	abundantly	2
185890	movie phenomenon reinvented new generation	2
185891	movie phenomenon reinvented new generation	2
185892	movie phenomenon	2
185893	movie phenomenon	2
185894	phenomenon	3
185895	reinvented new generation	2
185896	NOTHING	2
185897	reinvented new generation	2
185898	reinvented	2
185899	reinvented	2
185900	new generation	2
185901	new generation	2
185902	new generation	2
185903	filler	2
185904	filler	2
185905	filler	2
185906	filler	2
185907	times funny times candidly revealing intriguing look two performers put love	3
185908	times funny times candidly revealing	1
185909	times funny times candidly revealing	1
185910	funny times candidly revealing	3
185911	times candidly revealing	3
185912	times candidly revealing	3
185913	times	2
185914	candidly revealing	2
185915	intriguing look two performers put love	2
185916	intriguing look two performers put love	2
185917	intriguing look two performers put love	2
185918	intriguing look two performers put love	2
185919	intriguing look two performers put love	2
185920	intriguing look	3
185921	intriguing look	3
185922	two performers put love	2
185923	two performers put love	2
185924	two performers	2
185925	performers	2
185926	put love	2
185927	put love	2
185928	put	2
185929	put	2
185930	NOTHING	2
185931	love	2
185932	love	2
185933	love	2
185934	NOTHING	2
185935	NOTHING	2
185936	ms fulford wierzbicki almost spooky sulky calculating lolita turn	3
185937	ms fulford wierzbicki	2
185938	fulford wierzbicki	2
185939	almost spooky sulky calculating lolita turn	2
185940	almost spooky sulky calculating lolita turn	2
185941	almost spooky sulky calculating lolita turn	2
185942	spooky sulky calculating lolita turn	2
185943	sulky calculating lolita turn	2
185944	sulky calculating lolita turn	2
185945	sulky calculating lolita turn	2
185946	sulky	1
185947	calculating lolita turn	2
185948	calculating lolita turn	2
185949	calculating	2
185950	lolita turn	2
185951	lolita	2
185952	collateral damage despite alleged provocation post antique end	2
185953	despite alleged provocation post antique end	2
185954	despite alleged provocation post antique end	2
185955	despite alleged provocation	2
185956	despite alleged provocation	2
185957	alleged provocation	2
185958	alleged provocation	2
185959	provocation	2
185960	post antique end	2
185961	post	2
185962	antique end	2
185963	antique end	2
185964	antique	2
185965	antique	2
185966	NOTHING	2
185967	antique	2
185968	antique	2
185969	simply fun ever documentary	2
185970	simply fun ever documentary	2
185971	simply fun ever documentary	2
185972	fun ever documentary	2
185973	fun	3
185974	fun	3
185975	ever documentary	2
185976	ever documentary	2
185977	documentary	2
185978	documentary	2
185979	sorry charlie	2
185980	sorry	2
185981	sorry	2
185982	crackerjack entertainment nonstop romance music suspense action	2
185983	crackerjack entertainment nonstop romance music suspense action	2
185984	crackerjack entertainment	2
185985	crackerjack entertainment	2
185986	crackerjack	2
185987	nonstop romance music suspense action	2
185988	nonstop	2
185989	romance music suspense action	2
185990	music suspense action	2
185991	music suspense action	2
185992	suspense action	2
185993	suspense action	2
185994	suspense	2
185995	underlying mythology hodgepodge inconsistencies pose question since dumb entertainment dumb	2
185996	underlying mythology hodgepodge inconsistencies pose question since dumb entertainment dumb	2
185997	underlying mythology hodgepodge inconsistencies pose question	3
185998	underlying mythology hodgepodge inconsistencies pose question	3
185999	underlying mythology	2
186000	underlying mythology	2
186001	hodgepodge inconsistencies pose question	2
186002	hodgepodge inconsistencies pose question	2
186003	hodgepodge	1
186004	hodgepodge	1
186005	inconsistencies pose question	2
186006	inconsistencies pose question	2
186007	inconsistencies	1
186008	pose question	2
186009	pose question	2
186010	question	2
186011	since dumb entertainment dumb	2
186012	since	2
186013	NOTHING	2
186014	dumb entertainment dumb	2
186015	dumb entertainment	2
186016	dumb	1
186017	dumb	1
186018	dumb	1
186019	dumb	1
186020	compelling wiseman epic recent years	3
186021	compelling wiseman epic recent years	3
186022	compelling wiseman epic	3
186023	compelling wiseman epic	3
186024	compelling wiseman epic	3
186025	wiseman epic	2
186026	wiseman	2
186027	recent years	2
186028	recent years	2
186029	ga zillionth airhead movie wife distress resorts desperate measures	2
186030	ga zillionth	2
186031	ga zillionth	2
186032	airhead movie wife distress resorts desperate measures	2
186033	airhead movie wife distress resorts desperate measures	2
186034	airhead movie wife	2
186035	airhead movie	2
186036	airhead	1
186037	wife	2
186038	wife	2
186039	distress resorts desperate measures	2
186040	distress resorts desperate measures	2
186041	distress	2
186042	resorts desperate measures	2
186043	resorts desperate measures	2
186044	resorts	2
186045	desperate measures	2
186046	desperate measures	2
186047	measures	2
186048	dolgin franco fashion fascinating portrait vietnamese born youngster eagerly easily assimilated american girl brand new name southern tennessee	2
186049	dolgin franco	2
186050	dolgin	2
186051	dolgin	2
186052	franco	2
186053	fashion fascinating portrait vietnamese born youngster eagerly easily assimilated american girl brand new name southern tennessee	3
186054	fashion fascinating portrait vietnamese born youngster eagerly easily assimilated american girl brand new name southern tennessee	3
186055	fascinating portrait vietnamese born youngster eagerly easily assimilated american girl brand new name southern tennessee	3
186056	fascinating portrait	3
186057	fascinating portrait	3
186058	vietnamese born youngster eagerly easily assimilated american girl brand new name southern tennessee	1
186059	vietnamese born youngster eagerly easily assimilated american girl brand new name southern tennessee	1
186060	vietnamese born youngster	2
186061	vietnamese born youngster	2
186062	vietnamese born	2
186063	youngster	2
186064	eagerly easily assimilated american girl brand new name southern tennessee	3
186065	eagerly easily assimilated american girl brand new name southern tennessee	3
186066	eagerly easily	2
186067	eagerly	2
186068	eagerly	2
186069	assimilated american girl brand new name southern tennessee	2
186070	assimilated american girl	2
186071	assimilated	2
186072	american girl	2
186073	american girl	2
186074	american girl	2
186075	american	2
186076	brand new name southern tennessee	2
186077	brand new name southern tennessee	2
186078	brand new name	2
186079	brand new name	2
186080	new name	2
186081	southern tennessee	2
186082	southern tennessee	2
186083	tennessee	2
186084	story preposterous n believe second despite best efforts everyone involved	2
186085	preposterous n believe second despite best efforts everyone involved	2
186086	preposterous n believe second despite best efforts everyone involved	2
186087	preposterous	0
186088	preposterous	0
186089	n believe second despite best efforts everyone involved	2
186090	n believe second despite best efforts everyone involved	2
186091	n believe second despite best efforts everyone involved	2
186092	believe second despite best efforts everyone involved	2
186093	believe second	2
186094	believe second	2
186095	believe	2
186096	second	2
186097	second	2
186098	despite best efforts everyone involved	2
186099	best efforts everyone involved	2
186100	best efforts	3
186101	best efforts	3
186102	everyone involved	2
186103	everyone involved	2
186104	liotta put pounds role completely transformed smooth goodfellas image	2
186105	liotta	2
186106	put pounds role completely transformed smooth goodfellas image	2
186107	put pounds role completely transformed smooth goodfellas image	2
186108	put pounds role	2
186109	put pounds role	2
186110	put pounds role	2
186111	pounds role	2
186112	pounds role	2
186113	pounds	2
186114	NOTHING	2
186115	pounds	2
186116	role	2
186117	completely transformed smooth goodfellas image	2
186118	completely	3
186119	transformed smooth goodfellas image	2
186120	transformed	2
186121	transformed	2
186122	smooth goodfellas image	2
186123	smooth goodfellas image	2
186124	smooth goodfellas image	2
186125	goodfellas image	2
186126	goodfellas image	2
186127	image	2
186128	like south border melrose place	2
186129	like south border	2
186130	south border	2
186131	south border	2
186132	melrose place	2
186133	melrose	2
186134	place	2
186135	hardly makes kind points egoyan wanted make exist kind monument wanted build victims whose voices never gained ears world	1
186136	hardly makes kind points egoyan wanted make exist kind monument	2
186137	hardly makes kind points egoyan wanted make	2
186138	hardly makes kind points egoyan wanted make	2
186139	hardly makes kind points egoyan wanted make	2
186140	makes kind points egoyan wanted make	2
186141	kind points egoyan wanted make	2
186142	points egoyan wanted make	2
186143	points egoyan wanted make	2
186144	egoyan wanted make	2
186145	wanted make	2
186146	exist kind monument	2
186147	NOTHING	2
186148	exist kind monument	2
186149	exist	2
186150	kind monument	2
186151	kind monument	2
186152	monument	2
186153	wanted build victims whose voices never gained ears world	2
186154	wanted build victims whose voices never gained ears world	2
186155	wanted build victims whose voices never gained ears world	2
186156	wanted build	2
186157	wanted build	2
186158	build	2
186159	victims whose voices never gained ears world	2
186160	victims whose voices never gained ears world	2
186161	whose voices never gained ears world	2
186162	whose voices	2
186163	voices	2
186164	never gained ears world	2
186165	never	2
186166	gained ears world	2
186167	gained	2
186168	ears world	2
186169	ears	2
186170	ears	2
186171	smith careful make fun curious owners architectural oddities	1
186172	careful make fun curious owners architectural oddities	1
186173	careful make fun curious owners architectural oddities	1
186174	careful	2
186175	make fun curious owners architectural oddities	3
186176	make fun curious owners architectural oddities	3
186177	make fun curious owners architectural oddities	3
186178	fun curious owners architectural oddities	2
186179	curious owners architectural oddities	2
186180	curious owners architectural oddities	2
186181	curious owners	2
186182	curious owners	2
186183	curious	3
186184	architectural oddities	2
186185	architectural oddities	2
186186	oddities	2
186187	never mind whether buy stuff barris cia hit man	2
186188	mind whether buy stuff barris cia hit man	2
186189	mind whether buy stuff barris cia hit man	2
186190	whether buy stuff barris cia hit man	2
186191	buy stuff barris cia hit man	2
186192	buy stuff barris cia hit man	2
186193	stuff barris cia hit man	2
186194	stuff barris	2
186195	stuff	2
186196	barris	2
186197	barris	2
186198	cia hit man	2
186199	cia hit man	2
186200	cia hit man	2
186201	cia	2
186202	hit man	1
186203	technically film interesting insurance commercial	2
186204	technically	3
186205	film interesting insurance commercial	2
186206	film interesting insurance commercial	2
186207	interesting insurance commercial	2
186208	interesting insurance commercial	2
186209	interesting	3
186210	interesting	3
186211	interesting	3
186212	insurance commercial	2
186213	insurance commercial	2
186214	insurance commercial	2
186215	insurance	3
186216	made deftly unsettling genre flair	2
186217	made deftly unsettling genre flair	2
186218	made deftly unsettling genre flair	2
186219	made deftly unsettling genre flair	2
186220	deftly unsettling genre flair	2
186221	deftly unsettling genre flair	2
186222	unsettling genre flair	2
186223	genre flair	2
186224	thrill lrb long rrb gone	2
186225	thrill	3
186226	thrill	3
186227	lrb long rrb gone	2
186228	lrb long rrb gone	2
186229	lrb long rrb gone	2
186230	lrb long rrb	2
186231	long rrb	2
186232	gentle compassionate drama grief healing	3
186233	gentle compassionate drama grief healing	3
186234	gentle compassionate drama	2
186235	gentle compassionate drama	2
186236	compassionate drama	2
186237	compassionate drama	2
186238	compassionate	3
186239	grief healing	2
186240	grief healing	2
186241	healing	3
186242	shainberg weaves carefully balanced scenario controlled neither character weirdly sympathetic manages tender darkly comic	3
186243	shainberg	2
186244	weaves carefully balanced scenario controlled neither character weirdly sympathetic manages tender darkly comic	3
186245	weaves carefully balanced scenario controlled neither character weirdly sympathetic manages tender darkly comic	3
186246	weaves carefully balanced scenario controlled neither character weirdly sympathetic	1
186247	weaves carefully balanced scenario controlled neither character weirdly sympathetic	1
186248	weaves carefully balanced scenario controlled neither character	2
186249	weaves carefully balanced scenario controlled neither character	2
186250	carefully balanced scenario controlled neither character	2
186251	carefully balanced scenario	2
186252	carefully balanced scenario	2
186253	carefully balanced	2
186254	controlled neither character	2
186255	controlled neither character	2
186256	controlled neither character	2
186257	neither character	2
186258	neither character	2
186259	weirdly sympathetic	2
186260	weirdly sympathetic	2
186261	sympathetic	2
186262	NOTHING	2
186263	manages tender darkly comic	2
186264	tender darkly comic	2
186265	tender darkly comic	2
186266	tender darkly comic	2
186267	tender	3
186268	tender	3
186269	darkly comic	2
186270	collateral damage goes numbers reps decent action entertainment silly showdown ending forces viewer totally suspend disbelief	3
186271	collateral damage	2
186272	collateral damage	2
186273	damage	2
186274	goes numbers reps decent action entertainment silly showdown ending forces viewer totally suspend disbelief	1
186275	goes numbers reps decent action entertainment	2
186276	goes numbers reps decent action entertainment	2
186277	numbers reps decent action entertainment	2
186278	numbers reps decent action entertainment	2
186279	numbers	2
186280	numbers	2
186281	reps decent action entertainment	2
186282	reps	2
186283	decent action entertainment	2
186284	action entertainment	2
186285	silly showdown ending forces viewer totally suspend disbelief	3
186286	silly showdown ending forces viewer totally suspend disbelief	3
186287	silly showdown	2
186288	silly showdown	2
186289	showdown	2
186290	ending forces viewer totally suspend disbelief	3
186291	forces viewer totally suspend disbelief	3
186292	forces viewer totally suspend disbelief	3
186293	forces	2
186294	viewer totally suspend disbelief	2
186295	viewer totally suspend disbelief	2
186296	totally suspend disbelief	1
186297	totally suspend disbelief	1
186298	suspend disbelief	2
186299	suspend	2
186300	reason picture works better predecessors myers longer simply spoofing mini mod madness spy movies	1
186301	reason picture	2
186302	reason	2
186303	picture	2
186304	works better predecessors myers longer simply spoofing mini mod madness spy movies	2
186305	works better predecessors myers longer simply spoofing mini mod madness spy movies	2
186306	better predecessors myers longer simply spoofing mini mod madness spy movies	1
186307	predecessors myers longer simply spoofing mini mod madness spy movies	3
186308	predecessors myers longer simply spoofing mini mod madness spy movies	3
186309	predecessors	2
186310	myers longer simply spoofing mini mod madness spy movies	2
186311	myers longer simply spoofing mini mod madness spy movies	2
186312	myers longer simply spoofing mini mod madness spy movies	2
186313	longer simply spoofing mini mod madness spy movies	2
186314	longer	2
186315	simply spoofing mini mod madness spy movies	2
186316	spoofing mini mod madness spy movies	2
186317	spoofing	2
186318	mini mod madness spy movies	2
186319	mini mod madness	2
186320	mini mod madness	2
186321	spy movies	2
186322	spy movies	2
186323	spy movies	2
186324	lrb wendigo rrb go cinema fed eye heart mind	2
186325	wendigo rrb go cinema fed eye heart mind	2
186326	wendigo	2
186327	rrb go cinema fed eye heart mind	2
186328	rrb go cinema fed eye heart mind	2
186329	go cinema fed eye heart mind	2
186330	go cinema fed eye heart mind	2
186331	go cinema fed eye heart mind	2
186332	cinema fed eye heart mind	2
186333	cinema fed eye heart mind	2
186334	cinema	2
186335	fed eye heart mind	2
186336	fed eye heart mind	2
186337	fed eye heart mind	2
186338	fed	2
186339	eye heart mind	2
186340	eye heart mind	2
186341	eye	2
186342	eye	2
186343	heart mind	2
186344	heart	2
186345	one smartest takes singles culture seen long time	1
186346	one smartest	4
186347	smartest	3
186348	smartest	3
186349	takes singles culture seen long time	3
186350	takes singles culture seen long time	3
186351	singles culture seen long time	2
186352	singles culture seen long time	2
186353	singles culture	1
186354	seen long time	2
186355	seen long time	2
186356	seen long time	2
186357	long time	2
186358	chicago sophisticated brash sardonic completely joyful execution	2
186359	chicago	2
186360	sophisticated brash sardonic completely joyful execution	2
186361	sophisticated brash sardonic completely joyful execution	2
186362	sophisticated brash sardonic completely joyful	2
186363	sophisticated brash sardonic completely joyful	2
186364	brash sardonic completely joyful	2
186365	brash sardonic completely joyful	2
186366	brash	2
186367	sardonic completely joyful	2
186368	sardonic completely joyful	2
186369	sardonic	2
186370	completely joyful	2
186371	completely joyful	2
186372	joyful	4
186373	execution	2
186374	execution	2
